FeatureIndex_1,FeatureIndex_2,FeatureIndex_3,FeatureIndex_4,FeatureIndex_5,FeatureIndex_6,FeatureIndex_7,FeatureIndex_8,FeatureIndex_9,FeatureIndex_10,FeatureIndex_11,FeatureIndex_12,FeatureIndex_13,FeatureIndex_14,FeatureIndex_15,FeatureIndex_16,FeatureIndex_17,FeatureIndex_18,FeatureIndex_19,FeatureIndex_20,FeatureIndex_21,FeatureIndex_22,FeatureIndex_23,FeatureIndex_24,FeatureIndex_25,FeatureIndex_26,FeatureIndex_27,FeatureIndex_28,FeatureIndex_29,FeatureIndex_30,FeatureIndex_31,FeatureIndex_32,FeatureIndex_33,FeatureIndex_34,FeatureIndex_35,FeatureIndex_36,FeatureIndex_37,FeatureIndex_38,FeatureIndex_39,FeatureIndex_40,FeatureIndex_41,FeatureIndex_42,FeatureIndex_43,FeatureIndex_44,FeatureIndex_45,FeatureIndex_46,FeatureIndex_47,FeatureIndex_48,FeatureIndex_49,FeatureIndex_50,FeatureIndex_51,FeatureIndex_52,FeatureIndex_53,FeatureIndex_54,FeatureIndex_55,FeatureIndex_56,FeatureIndex_57,FeatureIndex_58,FeatureIndex_59,FeatureIndex_60,FeatureIndex_61,FeatureIndex_62,FeatureIndex_63,FeatureIndex_64,TransientName
9,9,9,9,9,9,9,9,6,6,0,6,6,6,9,9,6,11,3,14,11,6,6,9,6,1,14,4,4,14,0,9,9,0,1,21,4,10,18,6,9,6,6,0,14,11,11,6,9,9,9,9,6,6,0,6,9,9,9,9,9,9,9,9,SN2019bsa
13,18,14,13,20,12,18,3,18,3,12,3,18,23,13,5,21,20,23,10,18,11,11,21,20,3,23,22,22,19,21,21,3,20,11,14,4,11,18,3,13,14,11,18,3,23,18,20,3,20,13,21,11,11,3,18,18,18,23,20,13,14,18,20,SDSS-IISN18169
21,13,14,20,13,23,21,13,3,14,12,11,23,20,20,18,18,23,20,13,13,18,23,21,3,18,14,7,7,23,14,23,18,13,1,20,12,14,11,14,21,18,3,20,3,18,3,21,18,14,18,12,21,3,11,12,18,18,20,14,11,21,20,14,SN2010ld
1,19,19,19,19,11,8,19,19,19,2,6,12,17,2,8,19,0,6,18,4,12,0,19,11,2,0,4,4,17,0,19,19,8,11,4,4,11,0,19,2,19,20,4,10,0,19,19,19,0,20,21,0,19,0,19,19,19,19,19,0,19,1,1,SNF20080918-000
12,14,18,3,12,14,21,13,14,11,21,14,14,5,21,13,21,23,14,19,5,16,17,21,13,12,1,17,4,19,13,3,18,23,23,17,12,18,21,18,14,21,14,11,3,10,22,5,18,14,1,14,3,11,14,21,18,14,12,12,11,14,18,21,MASTEROTJ131320.36+692648.3
10,14,21,7,21,21,16,10,21,21,10,18,16,13,12,21,13,12,20,11,5,21,18,16,12,21,11,7,7,5,21,21,17,21,21,18,10,18,18,18,12,21,11,12,18,13,12,21,18,18,12,12,12,20,18,21,21,21,16,12,12,21,16,21,SDSS-IISN14960
13,13,12,11,18,18,18,14,21,5,23,14,3,14,18,11,18,13,20,1,20,3,11,14,3,13,21,7,7,11,14,12,13,14,10,20,13,5,20,11,12,20,23,19,23,14,14,18,23,21,18,10,10,5,14,13,14,18,23,16,16,1,12,13,SDSS-IISN1302
13,14,18,12,13,18,13,3,21,23,3,20,12,14,13,14,18,12,18,5,3,13,18,14,13,5,20,10,22,20,18,18,18,23,10,1,7,5,3,18,12,14,13,11,14,14,13,14,14,20,13,14,16,18,21,3,13,20,21,18,13,3,18,12,SNLS-07D4ei
14,21,18,11,14,14,18,13,14,14,20,20,3,21,13,18,18,18,23,10,1,12,23,18,20,20,23,22,22,11,12,12,11,14,11,23,4,21,3,21,13,23,3,1,21,23,3,12,18,12,20,14,3,13,18,12,3,20,23,20,12,18,13,13,SDSS-IISN1464
7,10,18,19,0,6,6,6,10,4,7,21,18,19,0,6,23,7,10,7,21,23,5,6,1,14,7,22,4,16,18,0,0,18,23,22,22,7,21,11,6,19,3,23,10,10,10,18,6,6,19,11,14,10,7,14,6,6,6,0,19,1,21,10,SN2000G
21,11,22,14,5,23,10,5,3,13,13,14,3,10,22,16,12,14,13,19,12,2,16,5,12,1,3,10,10,3,21,20,18,3,3,18,21,11,3,18,18,20,18,20,1,14,14,14,20,3,3,11,20,3,11,5,23,13,13,12,18,20,12,12,SDSS-IISN21065
21,14,3,20,3,3,18,20,21,12,23,14,20,11,20,1,17,18,13,3,1,3,20,23,16,14,14,10,10,3,20,3,10,21,14,3,21,20,11,1,12,21,18,14,12,12,23,5,10,13,18,14,18,1,14,16,10,10,21,10,13,16,10,14,PS15cke
23,13,18,20,18,18,14,18,20,11,7,13,15,5,3,11,20,18,23,13,3,22,21,18,18,20,18,4,22,13,3,18,3,18,20,4,4,3,3,11,14,19,23,5,20,23,14,20,3,21,20,20,11,11,12,3,14,21,18,18,14,20,11,13,SN2018htq
19,5,11,20,1,2,19,1,11,20,21,10,21,14,8,1,1,20,21,10,21,21,3,0,11,3,21,4,22,21,18,19,1,3,21,4,4,10,12,1,15,1,3,21,7,14,12,1,1,1,18,18,12,11,21,19,1,19,1,20,20,20,5,18,SN2019gj
20,5,12,5,3,12,2,18,18,18,20,11,18,5,20,11,11,20,5,1,15,1,18,5,11,11,21,4,22,10,5,12,3,11,5,7,7,13,3,11,12,13,19,1,1,11,20,12,1,1,13,5,5,3,11,20,13,20,11,12,23,3,1,18,SN2004hw
0,15,15,15,0,19,15,19,5,15,0,15,19,0,1,15,15,5,1,20,5,15,15,0,0,15,20,4,4,3,1,0,5,15,15,12,4,3,5,19,15,1,0,15,20,1,15,0,19,0,19,0,15,0,5,19,5,19,15,19,15,15,5,15,SN1997ee
6,8,6,6,6,6,6,8,8,8,8,2,2,8,6,8,8,1,1,14,2,1,2,6,8,1,11,4,4,1,2,8,8,23,2,23,4,10,1,0,8,8,2,2,23,11,1,19,6,6,6,8,11,23,2,8,8,6,6,6,6,6,6,6,PTF09ebq
5,13,13,23,12,11,18,20,18,13,3,5,20,18,18,18,14,18,5,16,21,19,23,18,1,20,18,22,22,21,3,18,14,11,11,7,4,21,11,20,18,18,11,11,13,5,11,14,20,18,11,12,2,11,21,20,18,11,11,3,18,11,18,11,SN2006sh
13,13,10,13,18,14,18,21,13,13,2,18,14,3,20,12,11,21,14,1,3,11,12,14,20,13,3,10,22,5,13,21,21,20,13,5,21,14,23,12,13,14,3,3,18,3,18,3,20,14,13,14,20,11,7,14,3,14,11,14,20,18,14,11,SDSS-IISN21071
5,3,18,18,12,8,9,9,10,16,17,21,10,10,21,19,14,3,3,18,18,21,18,12,8,18,10,4,4,16,18,17,1,21,14,7,4,7,23,21,23,0,21,11,18,2,21,1,1,2,23,10,16,14,23,3,0,3,6,5,3,21,21,13,LSQ15mj
8,8,8,2,6,8,8,8,8,6,16,16,10,6,8,8,8,2,4,10,4,16,9,8,8,2,7,22,4,4,8,8,8,8,10,7,4,4,1,8,8,8,23,4,10,10,2,8,8,6,8,16,10,10,11,8,8,8,6,8,2,11,8,8,PTF11cda
8,8,19,19,0,0,0,19,5,19,11,18,11,5,5,19,13,18,12,12,21,16,18,18,13,21,10,22,4,7,10,18,12,21,7,10,4,7,10,18,20,5,11,12,12,18,11,18,5,20,5,11,11,5,11,5,0,0,19,19,19,5,0,19,SN2006qw
20,21,20,20,18,18,11,3,1,12,11,20,12,18,5,11,20,21,20,20,12,11,20,1,19,18,18,4,4,1,8,23,23,5,3,12,4,3,18,12,11,2,20,14,10,12,3,18,20,3,8,20,10,11,13,1,1,20,5,5,2,11,20,11,SN2018jnj
18,21,21,18,12,21,12,13,21,21,14,20,21,21,18,12,12,18,14,14,18,11,12,21,13,11,23,4,4,21,14,10,14,18,20,12,7,18,11,13,12,13,12,20,18,11,18,10,12,18,12,20,18,23,13,10,18,11,18,13,18,14,21,3,PSc150604
11,5,20,11,5,3,11,20,11,5,20,12,5,5,19,1,5,19,5,7,12,19,5,20,18,5,12,4,4,20,15,18,5,1,5,4,4,17,1,5,20,5,19,20,7,20,20,11,11,11,5,11,5,20,5,11,2,3,18,14,11,5,11,20,SN2006rl
9,19,17,5,5,20,17,15,0,20,17,12,18,18,6,15,15,18,2,10,10,11,18,6,5,13,21,4,4,7,18,3,6,20,18,4,4,7,20,5,0,1,14,10,7,11,12,0,3,6,15,1,5,12,20,0,0,3,0,5,20,5,6,0,SN1997da
13,13,12,20,21,18,18,18,18,3,14,3,11,14,14,14,14,23,18,21,20,3,14,1,3,12,12,7,7,18,23,21,3,11,11,7,4,21,11,3,21,23,11,5,12,23,21,3,13,14,13,14,11,14,13,20,3,14,13,3,23,21,14,14,SNF20080908-000
12,12,21,18,20,3,21,18,21,5,18,11,18,18,11,23,21,3,13,3,1,23,18,3,14,13,23,10,7,20,5,21,21,13,11,5,10,3,21,14,18,21,14,20,12,18,18,13,18,13,18,20,21,14,21,14,3,14,13,18,13,20,21,18,SDSS-IISN1470
6,6,6,6,23,16,10,0,6,6,8,16,7,7,17,21,6,6,23,7,7,4,7,8,6,2,10,4,4,4,10,8,6,23,16,4,4,7,2,0,0,10,4,7,4,23,1,6,19,21,7,7,14,1,8,6,1,14,3,1,0,0,6,6,SN2001C
0,0,0,0,0,0,0,19,5,1,0,0,0,0,0,0,5,20,20,11,19,8,19,6,1,17,4,4,4,7,5,0,0,19,20,7,4,7,10,1,0,0,5,5,5,5,1,5,8,1,0,0,19,19,1,1,0,19,1,1,0,0,19,0,SN2020sk
20,20,2,20,20,18,3,20,12,3,11,23,11,1,11,20,3,5,20,15,3,5,20,19,20,11,5,22,22,15,11,14,5,19,20,12,10,19,21,22,23,22,19,11,19,20,19,2,21,4,3,20,1,3,5,11,5,18,11,20,12,20,11,20,SDSS-IISN6479
1,19,19,2,19,19,1,11,19,1,19,0,19,19,0,19,1,3,5,11,8,0,1,19,1,19,21,4,4,11,19,1,19,19,19,18,4,21,1,19,19,19,8,0,2,11,11,1,19,1,1,15,19,0,8,19,1,19,19,1,8,19,1,1,CSS130413:130441+315257
2,19,14,14,19,11,1,19,11,20,21,21,21,13,2,2,19,2,3,21,21,12,13,13,12,18,21,4,22,10,12,17,5,13,12,4,4,10,12,13,1,20,13,20,10,14,18,5,2,19,12,21,11,21,11,19,8,8,19,20,20,13,19,23,SN2018ced
9,6,0,1,4,4,14,19,21,0,0,1,1,10,19,0,10,0,0,0,0,1,19,0,6,6,0,7,7,0,0,0,6,6,6,20,7,0,6,6,6,8,0,6,6,6,6,0,6,0,6,0,6,0,8,8,0,0,6,0,6,0,6,8,PSc420100
13,5,11,12,20,11,20,3,20,11,20,2,0,11,11,20,20,18,19,19,7,21,11,5,13,5,23,22,4,21,5,18,20,15,4,4,7,0,3,2,20,11,12,20,0,11,3,20,20,5,1,11,20,11,18,11,3,18,3,5,11,20,3,20,SDSS-IISN14784
0,0,6,11,7,20,0,0,19,0,0,7,4,17,19,0,0,6,12,7,7,7,15,6,0,6,21,4,4,7,0,0,0,19,10,4,4,7,6,0,19,1,12,7,4,20,0,0,6,15,12,7,17,0,0,0,0,15,12,10,5,0,0,0,SN2019lpu
3,13,13,13,10,17,23,13,22,2,3,13,11,3,14,18,10,20,11,21,11,11,21,20,13,12,3,10,7,3,3,17,12,20,13,13,13,14,12,3,18,3,3,14,20,18,13,18,20,21,18,1,14,11,20,21,14,18,3,14,13,23,13,12,SDSS-IISN16193
15,20,15,15,15,15,20,15,15,15,15,15,15,15,15,15,15,15,15,9,15,15,15,15,15,15,15,15,17,15,15,17,15,15,15,15,20,15,15,22,15,15,15,15,15,15,15,7,15,15,15,15,15,15,15,15,5,20,15,15,20,15,12,15,SDSS-IISN4520
14,12,18,12,23,18,16,11,13,14,23,20,12,20,14,13,13,14,23,1,5,18,23,14,12,14,20,22,7,3,21,20,13,18,12,18,10,18,13,21,18,14,18,3,3,20,3,18,3,18,20,3,14,14,11,23,14,12,18,3,21,12,12,10,SDSS-IISN18800
9,9,9,9,6,9,9,6,6,9,9,9,9,9,9,9,6,9,9,9,9,9,9,6,9,9,9,17,7,9,9,6,6,9,9,5,7,9,9,6,6,9,9,9,6,9,9,6,6,9,9,9,9,9,9,6,6,9,9,9,9,6,9,6,SN1997er
9,9,6,6,9,6,6,6,9,0,0,3,3,5,19,9,6,12,5,5,20,1,3,0,0,3,20,4,4,21,3,0,0,3,20,7,4,13,3,0,6,3,19,3,11,19,20,6,0,15,0,5,5,5,15,9,9,6,6,6,9,9,9,9,SN2018htf
12,3,18,20,20,18,13,11,3,3,12,18,23,20,14,12,20,18,20,11,23,23,3,3,3,23,18,4,4,23,11,23,18,18,20,10,7,11,3,20,12,20,12,20,11,3,20,7,3,12,20,14,14,11,3,17,13,20,14,18,23,18,14,13,SN2006pd
1,0,13,12,12,13,13,0,0,23,14,21,17,10,14,3,1,14,10,21,21,21,16,1,13,14,21,7,4,10,14,1,19,2,21,17,4,18,18,23,3,14,18,14,21,21,23,3,13,12,21,10,21,12,3,0,19,20,12,3,3,3,19,1,SN2000P
9,9,6,0,0,6,6,9,9,0,3,14,14,14,1,6,9,1,14,10,10,14,3,6,6,13,17,4,4,7,14,6,6,3,12,7,4,7,14,6,6,1,13,13,10,14,1,9,9,1,1,3,3,1,8,9,9,9,6,6,6,9,9,9,SN1986B
9,0,0,15,6,11,23,23,1,14,1,3,2,23,16,7,12,0,8,2,16,10,10,7,19,2,16,22,4,7,7,17,23,16,10,7,7,17,17,13,10,7,17,7,17,10,13,5,17,7,10,10,13,1,15,9,21,12,15,3,0,9,9,9,SN2003K
3,0,21,10,2,1,0,0,3,1,10,7,10,14,1,0,0,3,10,7,22,14,18,13,3,3,3,4,22,21,10,0,20,14,3,7,22,10,21,1,6,18,23,7,22,14,21,3,8,2,14,7,7,14,14,5,6,0,23,18,21,12,13,5,SN2001T
18,3,20,11,13,11,20,18,19,12,21,18,2,18,13,5,12,14,11,19,11,1,20,18,3,11,23,22,22,7,14,5,5,3,11,17,7,20,23,18,13,3,20,11,11,2,19,18,20,18,18,20,23,20,14,11,20,12,20,13,5,12,3,18,PTF10yhj
5,5,13,21,17,18,2,16,12,21,10,21,23,16,22,4,21,21,20,18,21,21,14,7,10,13,1,12,21,23,23,23,3,0,13,17,21,17,17,7,1,1,1,3,1,1,5,7,0,1,1,8,0,1,20,15,1,0,6,6,9,6,6,9,SN1987F
18,18,12,20,21,3,21,20,18,21,23,3,12,21,3,18,12,14,12,20,3,14,14,20,18,14,19,7,10,11,14,20,20,21,14,16,10,13,21,12,18,20,1,23,14,23,1,21,20,13,12,14,23,13,11,20,12,12,13,12,18,18,21,18,SDSS-IISN13941
6,6,9,0,6,9,6,6,6,15,6,0,15,6,15,6,9,15,6,9,9,6,15,6,6,15,9,4,4,9,15,9,9,15,9,5,17,9,15,9,9,15,9,9,6,9,15,9,6,15,6,0,6,15,15,9,6,0,6,0,6,0,0,6,SDSS-IISN4534
10,16,13,18,11,20,14,20,10,11,14,21,13,12,18,13,10,16,1,20,19,3,18,3,10,21,16,22,22,3,20,13,16,20,20,12,4,21,3,3,18,3,11,23,1,20,1,11,14,14,21,13,3,13,13,12,12,13,20,13,12,1,13,3,SN2004id
13,3,3,13,13,12,5,14,10,3,11,18,3,11,20,18,13,14,3,23,21,13,12,14,13,13,1,10,22,19,18,21,11,21,3,16,10,5,11,18,18,11,14,18,14,3,3,18,12,14,14,3,20,3,14,14,18,18,21,3,18,13,13,13,DES14S2bnq
23,23,2,23,23,23,2,23,23,2,23,1,2,23,11,23,21,2,2,1,2,2,23,23,18,2,23,4,4,23,2,23,2,23,2,12,4,2,23,23,23,23,23,2,2,23,23,23,23,2,23,23,23,23,23,23,23,2,23,1,23,2,23,2,SN2003ly
5,5,19,19,15,15,19,19,19,20,5,19,19,5,0,19,5,15,20,21,11,0,5,5,15,5,20,4,4,11,19,0,19,19,0,20,4,21,5,0,19,19,19,0,20,11,20,5,15,19,19,8,5,1,19,5,18,7,10,18,5,15,5,1,PS15my
14,13,12,13,20,12,12,12,13,13,13,14,12,12,17,18,18,14,23,11,20,12,12,11,14,13,3,10,22,5,23,23,14,13,12,1,22,23,3,20,1,12,14,3,18,14,18,21,3,21,5,5,21,16,23,18,16,3,13,14,14,16,3,18,PSc490199
12,12,16,20,21,21,12,21,13,18,12,10,21,18,18,18,21,18,13,13,14,18,13,21,14,12,14,21,7,18,14,21,18,18,18,18,12,13,21,14,13,23,18,18,21,12,21,21,13,21,11,14,12,12,18,18,12,12,12,10,16,18,10,18,SDSS-IISN7983
11,18,20,16,22,21,20,18,3,14,18,16,4,1,13,16,18,18,11,15,20,18,1,4,3,12,20,10,22,19,20,18,13,13,23,3,10,3,13,13,12,13,11,3,23,3,14,23,20,20,14,18,21,23,13,14,13,13,18,12,13,14,21,13,SDSS-IISN14790
13,3,14,18,14,14,18,14,21,16,13,13,14,21,21,14,22,11,18,5,13,20,20,13,10,11,11,7,4,13,3,21,13,18,5,17,4,14,11,18,3,13,18,5,11,23,1,18,16,13,14,21,18,13,20,18,13,18,14,18,11,11,13,13,SDSS-IISN15101
11,5,18,2,18,20,11,12,11,13,11,11,5,5,20,11,12,3,19,21,18,5,20,18,11,5,23,22,22,20,1,5,11,5,5,14,4,13,5,11,20,14,19,23,14,11,10,10,18,5,3,20,19,20,5,19,11,20,20,5,12,11,12,18,SDSS-IISN16408
9,0,6,6,6,0,9,9,9,6,8,23,18,0,6,9,9,6,1,3,12,13,6,9,9,6,8,4,4,5,5,9,9,6,8,21,4,1,1,6,9,9,1,11,14,6,19,6,6,6,1,19,0,6,0,6,6,6,9,9,9,6,6,6,SN2018fng
11,18,18,11,18,18,12,20,18,18,18,3,23,14,3,20,12,5,18,13,21,13,11,3,3,3,21,22,22,21,20,14,18,16,13,7,7,14,3,13,20,14,3,3,14,20,18,14,14,13,23,12,1,14,14,16,23,21,23,3,13,21,3,18,SDSS-IISN18425
0,0,0,0,0,0,0,19,19,19,0,19,19,19,19,0,0,0,19,1,18,5,5,0,0,0,5,4,4,21,19,0,0,0,5,13,4,3,0,0,0,0,5,5,3,0,0,0,19,0,0,19,19,0,0,0,0,0,0,0,0,0,15,0,LSQ12byi
20,13,21,16,12,13,13,18,23,14,3,20,1,12,20,3,3,21,23,19,22,20,13,12,12,23,5,22,22,21,13,20,14,11,23,22,22,20,20,18,18,14,11,16,23,5,3,18,13,21,3,11,3,3,13,18,18,18,23,13,13,14,20,21,SDSS-IISN17716
9,9,9,9,9,19,6,9,9,9,9,9,11,18,6,9,9,9,6,18,12,11,9,9,9,9,5,4,4,18,9,9,9,9,20,7,4,18,9,9,9,9,19,21,18,6,9,9,9,9,18,11,9,9,6,9,9,6,19,9,9,9,6,9,SN2006dv
11,2,11,2,11,2,2,11,11,5,19,5,12,3,2,1,11,19,11,4,7,13,0,11,2,19,18,4,4,10,1,5,18,11,12,4,4,10,1,2,11,11,5,7,7,20,2,11,11,11,11,5,5,5,19,19,2,2,1,20,11,2,2,11,SN2001bp
21,3,11,20,14,18,12,16,14,18,14,16,13,1,14,14,14,3,18,15,3,14,13,21,14,23,11,17,4,5,3,18,21,13,14,17,7,3,12,21,12,13,3,1,19,14,12,21,14,12,14,21,13,13,23,3,18,12,18,18,20,12,21,18,CSS121210:112615+144039
6,6,0,19,0,6,6,0,0,19,3,20,3,1,0,6,0,20,1,13,21,1,19,6,6,11,13,4,4,21,11,0,6,1,5,10,4,13,20,0,6,8,5,5,3,5,3,6,6,6,0,11,21,3,19,6,6,6,6,19,19,6,6,6,SN2016ajl
1,1,3,15,19,16,21,4,1,1,1,12,10,7,7,4,0,14,14,17,17,10,21,4,1,21,21,7,7,7,7,7,21,10,10,7,7,10,10,18,7,7,7,10,18,18,11,20,10,16,21,23,3,1,1,3,3,11,3,5,1,1,1,1,SN2001ak
0,19,5,0,0,6,9,19,0,20,20,12,5,19,6,0,6,1,20,10,12,5,0,0,0,19,17,4,4,12,0,6,0,0,5,10,4,7,5,0,8,0,19,5,17,20,5,0,0,6,0,0,11,20,5,0,0,6,6,0,0,0,19,0,SDSS646-52523-183
20,14,11,13,20,14,3,12,21,3,11,14,18,18,3,14,14,13,12,11,3,18,14,14,21,14,2,10,7,18,21,3,11,14,22,10,21,20,20,21,14,13,11,14,11,18,20,13,21,13,12,13,13,11,21,20,13,3,13,12,14,21,20,21,DES14C1eu
14,12,3,20,13,11,13,18,12,3,10,10,1,21,21,20,3,13,14,14,11,14,14,23,12,3,20,7,22,5,11,21,18,13,11,14,10,20,11,14,18,18,14,13,11,13,20,18,14,3,21,23,13,14,23,14,3,18,13,23,12,13,12,13,SDSS-IISN14579
9,6,9,6,2,2,8,9,0,6,11,14,10,16,16,1,0,2,14,18,4,10,18,21,0,1,14,4,4,18,21,13,0,23,14,17,4,12,11,18,6,8,23,10,7,11,23,19,6,23,2,23,7,23,2,9,9,9,0,1,6,9,9,9,SN2019wqq
9,9,9,9,9,9,9,9,9,6,6,6,6,6,9,9,9,8,0,23,3,0,6,9,9,0,1,4,4,3,0,9,9,0,19,13,4,14,0,9,9,6,0,1,3,0,6,9,9,9,6,6,0,0,6,9,9,9,9,9,9,9,9,9,SN2019ujn
18,23,10,22,20,20,14,13,21,3,23,2,21,14,21,12,12,18,18,5,5,3,23,23,13,18,5,7,7,5,18,18,21,14,11,17,7,3,14,11,18,14,14,13,5,3,11,21,13,14,3,13,14,13,14,18,13,23,21,13,14,14,13,18,SDSS-IISN876
14,23,18,11,21,14,13,14,14,3,18,14,18,14,21,18,18,14,18,5,11,1,12,13,13,23,10,22,22,10,12,18,16,3,20,3,7,18,13,1,3,18,14,18,5,11,23,18,12,14,18,14,12,3,21,13,14,12,20,12,13,14,14,11,PSc550154
19,6,19,19,19,19,15,19,5,12,0,6,19,0,0,19,5,4,7,17,0,6,19,19,6,5,4,4,4,20,9,19,19,0,0,10,4,4,12,9,19,0,0,6,20,7,4,20,19,0,0,19,6,0,5,5,19,5,5,19,19,19,0,19,SNF20080324-012
2,2,19,13,7,17,0,11,1,19,15,17,4,4,15,2,1,19,15,4,4,10,15,11,19,19,20,4,4,17,0,11,23,19,12,4,4,17,15,11,22,16,20,4,4,15,19,11,19,19,20,7,17,19,8,19,11,8,12,7,12,19,11,2,SN2019bkp
20,1,18,23,2,5,18,1,18,11,11,11,3,2,5,3,11,23,11,2,17,2,20,1,18,1,0,4,4,19,23,23,18,11,1,21,4,19,23,1,2,23,3,19,18,19,1,1,13,20,3,1,11,11,5,20,2,11,5,18,1,18,11,11,SN2012aa
11,11,11,2,1,2,19,2,2,11,12,17,0,2,19,1,11,11,7,4,21,8,11,19,5,2,21,4,4,14,19,19,2,8,1,7,4,7,11,19,11,19,1,3,7,21,2,19,2,2,19,2,11,20,18,11,2,2,1,2,19,19,18,19,SN2018cqa
19,0,19,6,0,0,0,19,1,8,19,1,1,19,19,8,19,8,19,5,5,20,1,0,19,19,13,4,4,18,1,0,1,5,1,13,7,1,19,0,1,0,14,11,1,1,0,0,1,8,0,1,19,6,0,1,1,0,19,8,0,1,19,19,SN2019lfx
13,21,18,12,18,21,18,10,21,16,18,16,21,11,18,18,20,18,21,5,20,18,21,12,12,22,18,7,7,13,23,21,3,12,12,17,17,12,16,12,18,20,12,13,14,13,18,21,21,7,18,13,18,18,21,21,20,14,11,21,21,20,12,18,SN2012bz
16,16,16,16,16,16,16,16,16,16,16,16,16,2,23,23,16,16,16,2,23,23,23,23,16,22,8,16,22,8,23,23,22,15,10,2,22,9,23,9,22,14,6,21,23,9,23,6,22,22,9,23,23,6,9,6,16,22,22,9,9,8,9,9,SN2016cpw
14,23,12,18,18,18,11,21,13,20,20,21,21,3,14,11,11,14,18,18,21,18,14,14,18,14,3,7,22,5,13,13,14,13,19,17,10,20,14,18,13,20,1,18,21,11,21,3,21,13,13,18,14,11,3,21,18,13,13,20,13,12,13,3,SDSSJ111725.00+293457.4
2,2,8,23,1,2,8,2,2,2,2,8,8,2,8,2,8,2,8,2,2,8,8,2,23,23,23,4,4,23,1,2,0,8,2,14,7,2,2,8,2,2,8,2,2,23,6,2,2,8,1,1,19,23,23,2,23,8,2,8,8,8,23,2,SN2008hz
2,2,2,2,2,2,2,2,11,2,11,2,2,2,8,2,11,2,2,8,19,8,2,2,11,19,8,7,4,19,2,2,11,2,19,5,10,8,19,2,2,2,2,8,8,2,19,2,11,2,2,19,11,2,2,2,2,2,11,2,11,2,2,11,SN2006fi
0,1,9,1,0,15,1,6,0,0,20,3,1,13,13,1,0,1,1,18,7,11,1,5,6,3,3,4,4,12,3,0,3,20,1,7,4,7,3,0,0,1,11,18,4,1,3,0,9,19,1,0,3,3,1,0,9,6,19,0,5,6,6,0,SN2017gtd
6,0,19,0,0,6,6,9,6,5,19,20,18,5,19,6,0,23,4,12,7,18,5,6,0,18,4,4,4,17,20,0,0,5,20,4,4,10,20,0,6,5,20,12,10,18,20,6,6,19,19,20,20,5,5,0,9,6,6,0,0,0,0,6,SN2018foc
0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,6,6,6,9,6,6,9,6,9,18,21,10,4,4,10,3,18,18,21,21,7,4,10,10,10,6,0,0,19,11,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,6,0,0,PTF09iag
0,0,0,0,0,0,0,19,19,19,19,1,19,0,0,0,0,5,19,14,21,1,1,0,0,5,19,4,4,1,5,0,6,1,19,21,4,19,1,0,19,0,5,18,21,1,5,0,19,6,0,19,19,5,19,0,19,0,0,6,0,0,0,0,SN2006er
20,11,20,20,3,18,3,20,5,3,5,11,1,5,18,20,13,20,23,10,10,3,1,20,5,11,21,22,22,10,11,20,14,20,13,7,4,10,5,11,3,11,11,14,21,11,5,18,5,3,5,11,5,11,23,22,11,3,18,3,20,20,2,10,LSQ13azx
9,9,9,6,9,9,9,9,9,6,19,1,1,8,9,9,6,8,2,14,7,18,8,9,6,8,23,4,4,21,19,9,9,8,14,7,4,1,8,6,9,0,1,10,23,1,8,6,9,9,8,8,19,19,0,9,9,9,9,9,9,9,9,9,SN2017iyl
7,12,13,11,23,1,23,21,10,20,1,18,13,18,14,22,10,14,13,23,18,18,18,23,21,13,18,22,22,23,13,1,13,3,21,21,22,18,13,18,21,1,11,21,14,12,1,11,20,12,2,14,20,20,3,14,23,13,11,1,3,12,11,3,PSc490402
3,18,23,20,11,20,12,3,12,2,3,11,14,12,20,11,11,3,18,18,11,20,12,20,12,20,18,22,22,2,3,14,19,18,3,23,4,11,18,20,3,18,13,18,18,14,20,13,18,12,2,12,3,13,21,5,20,21,18,5,20,13,18,20,SNSDF0806-59
9,9,9,9,9,9,9,9,9,9,6,0,0,0,6,9,9,0,0,11,18,1,1,9,9,19,20,4,4,21,19,9,9,1,3,21,4,3,19,9,9,19,19,3,1,0,0,9,9,6,0,0,0,6,9,9,9,9,9,9,9,9,9,9,SN2020du
6,6,6,6,6,6,6,0,6,6,8,18,19,6,0,6,6,0,19,21,21,6,0,6,6,0,5,4,4,21,0,0,6,19,0,21,4,21,0,6,6,0,6,5,21,3,0,6,6,6,0,0,5,19,0,6,6,0,6,0,6,6,9,6,SN2006da
18,18,18,3,13,20,12,14,18,14,12,13,18,14,3,13,14,14,13,5,18,14,13,20,14,13,18,22,22,14,3,13,14,21,18,23,7,3,14,18,20,12,11,3,11,3,18,13,12,3,18,23,12,5,3,18,20,3,13,14,14,21,21,14,SDSS-IISN16434
19,1,8,21,1,8,1,1,1,3,11,17,11,23,0,1,1,23,18,10,21,11,1,1,2,3,18,4,4,18,20,0,1,3,14,7,4,12,13,1,2,0,13,10,7,12,12,1,23,1,8,11,12,20,21,1,8,1,2,8,19,18,1,19,PS15adh
